term,Mnl1_coef,Mnl2_coef
q1 q2^2,1096881567276.7156,0.0
q1^2 q2,-1068740179594.5286,0.0
q1 q2,-5117152308.695027,0.0
q2^2,3201100732.1755023,0.0
q1^2,2012735079.4237468,0.0
q2,0.0,-2006616.73330419
q1,0.0,77723.79135469606
qd1 qd2,-50649.67957285587,0.0
qd2^2,32148.640599640574,0.0
qd1^2,19814.50303604039,0.0
qd2,15.744451048096424,0.0
