mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.042,3.655389281167579e-13,2.844918999605811e-13,1.7119083928207601e-12,1.0,1.0121236459483947e-12
Mnl2,0.042,0.10955014100821003,0.09667746711008443,0.19034787529282227,0.9999996687754664,0.0005755210974222217
