mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.0776,0.0006160256532367986,0.000529198833364257,0.0011813163790428127,0.9999991409931862,0.0009268262047172915
Mnl2,0.0776,0.5683608276207428,0.5087472888235872,0.9044661843873882,0.9999986453368356,0.0011638999804027038
