term,Mnl1_coef,Mnl2_coef
q1 q2^2,-411212158540.75104,0.0
q2^3,238249656563.42886,43193859012.553635
q1^3,95375182840.98341,0.0
q1^2 q2,-35774944760.45345,0.0
q1 q2,47406269.47499175,0.0
q2^2,-28438732.700420704,0.0
q1 qd2^2,-6379339.523034824,0.0
q2 qd2^2,5791533.115153312,0.0
q2,-14696.577321040699,-1946222.7937135184
q1,13358.865153582032,42618.61964870568
qd1 qd2,870.6237887846582,0.0
qd2^2,-256.0935073646941,0.0
