term,Mnl1_coef,Mnl2_coef
q1^2 q2,150493592367.62552,0.0
q1 q2^2,-145691316976.35583,0.0
q1^3,-70126606905.34845,0.0
q1 q2,346722075.5144552,0.0
q2^2,-301646464.4737498,0.0
q1^2,-96140904.61364467,0.0
q2,14369.322273342766,-1984341.9247893903
q1 qd1^2,-372704.6976643258,0.0
q1,0.0,49051.94193543489
qd1 qd2,4192.783805985708,0.0
qd2^2,-3559.4003508389533,0.0
qd1^2,-1106.6066364619421,0.0
