mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.05,9.466479507092986e-08,8.493465547619959e-08,1.469568999823423e-07,0.9999999999999898,1.0088439991816802e-07
Mnl2,0.05,1.3713444783938582,1.2205777718356476,2.2410495446669394,0.9999934251566345,0.0025641457379576658
