mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.065,2.6595941693752274e-06,2.323454246423651e-06,4.915705701602491e-06,0.999999999993633,2.5232908937028653e-06
Mnl2,0.065,0.8316686278607436,0.7366289008534268,1.4195402315750343,0.9999988714051549,0.0010623534464357007
