mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.0776,1.5155074592857199e-06,1.2590631254240528e-06,2.930171262516268e-06,0.9999999999973934,1.614483481545518e-06
Mnl2,0.0776,1.0368316641396147,0.9255795263593066,1.7244826848135446,0.9999977407817059,0.0015030696238421644
