term,Mnl1_coef,Mnl2_coef
q1^2 q2,-27182205670.69816,0.0
q1^3,20350556061.26915,0.0
q2^3,0.0,7447671335.192179
q1 q2,30451942.809223667,0.0
q2^2,-15017288.665883638,0.0
q1^2,-14067326.226774741,0.0
q2,6498.928691351028,-1945231.582479353
q2 qd2^2,54786.38465172999,0.0
q1,-8349.42987917332,33034.58384127325
qd1 qd2,335.83894977994595,0.0
qd2^2,-125.6302527133179,0.0
