mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.0776,0.0032141512140070705,0.0028294042400269785,0.005761287130769177,0.9999207986682377,0.00889951300702837
Mnl2,0.0776,0.4577119872179375,0.40238348911581945,0.7660205416815984,0.9999942179587136,0.002404587550163277
