mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.0776,1.250661363487698e-06,1.0892825742244027e-06,2.215252594917061e-06,0.9999999999991057,9.456902706012568e-07
Mnl2,0.0776,1.21792996434902,1.0937873404912737,1.8601320824339496,0.999998131787579,0.001366825673207684
