mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.0776,0.002016823302219325,0.0017990929613170587,0.0033001739813904862,0.9999953803748933,0.0021493313161764396
Mnl2,0.0776,1.6036198624071694,1.358429774122285,2.976632098499408,0.9999910092661807,0.0029984552388408973
