mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.0776,7.346337066830413e-06,6.546676434648196e-06,1.2757829320642067e-05,0.9999999998172415,1.3518820271618362e-05
Mnl2,0.0776,0.6061305874169921,0.5428642282495797,0.9662165361461703,0.9999980197415498,0.0014072165612539075
