mode,lambda,RMSE,MAE,MaxAbs,R2,RMSE/std
Mnl1,0.05,8.04774313944598e-08,7.19356880873474e-08,1.3008759225385802e-07,0.9999999999999954,6.730501512609105e-08
Mnl2,0.05,1.9670684722642493,1.7401321105400054,3.355248827215318,0.9999918299031714,0.0028583381235656176
